ville,quartier,type_bien,surface_habitable,nb_pieces,nb_chambres,etage,ascenseur,etat,annee_construction,balcon,terrasse,parking,chauffage,classe_energie,distance_centre,distance_transport,score_commerces,date_mise_vente,prix
Nantes,Est,Appartement,51.25336687460782,2,1.0,0,0,Correct,1988.0,0,1,0.0,Individuel électrique,D,8.215464424853518,408.49870637200513,5.0,2022-11-16,156550.0741215845
Toulouse,Est,Appartement,84.22251328751793,4,,4,0,À rénover,1967.0,0,0,0.0,Collectif,A,15.087717719077938,116.62892262185555,8.0,2020-10-07,172928.39580823635
Rennes,Centre,Duplex,104.58041985491964,5,4.0,8,1,Très bon,2000.0,1,0,0.0,Collectif,D,5.581518853557741,191.3303561787613,9.0,2020-06-29,450050.3201975629
Bordeaux,Sud,Studio,36.57770726461659,1,1.0,2,0,À rénover,2002.0,1,0,0.0,Individuel électrique,E,1.907484792859772,909.9141817211637,6.0,2022-12-10,107092.83545671044
Nantes,Centre,Maison,148.75356243205727,4,,0,0,À rénover,1907.0,1,0,0.0,Individuel gaz,D,6.855746342265982,54.642318843097314,9.0,2022-08-05,373661.622864312
Toulouse,Nord,Loft,103.94087674504226,6,5.0,3,1,Correct,1951.0,1,0,0.0,Individuel gaz,E,6.591650557728135,425.41962463384834,5.0,2021-06-16,352627.2720001038
Reims,Nord,Appartement,95.06232660636417,4,3.0,3,1,Neuf,1949.0,0,0,2.0,Individuel gaz,B,3.8219472229074367,387.4037257932215,9.0,2023-11-21,286545.15684939025
Marseille,Joliette,Duplex,117.9696138792814,6,5.0,8,1,Bon,1915.0,1,0,0.0,Collectif,F,4.380091090157721,393.66292630588174,1.0,2021-04-11,375410.6874906023
Toulouse,Centre,Appartement,56.02645849574343,2,1.0,5,0,Correct,2021.0,1,0,0.0,Collectif,E,2.1059428409929914,,5.0,2022-08-13,208244.700748207
Marseille,Joliette,Appartement,62.45967135529281,3,3.0,0,0,Très bon,1978.0,0,0,,Individuel électrique,F,3.7853326085425696,249.56409796443143,8.0,2020-06-03,236730.373251874
Angers,Sud,Maison,168.87967611928647,5,5.0,0,0,Bon,,1,0,0.0,,C,7.048482139145589,754.4856167051826,8.0,2020-06-01,322335.6797068996
Lyon,Vieux-Lyon,Appartement,90.95573094386492,4,3.0,0,0,Bon,1958.0,0,0,0.0,Individuel gaz,D,5.699812091325062,625.5401731561269,1.0,2022-04-05,440030.4943924641
Dijon,Ouest,Maison,171.54677694112195,7,6.0,0,0,Très bon,1996.0,1,0,0.0,,E,7.45367244579935,231.00483830594288,9.0,2020-08-06,352180.4140054846
Nice,Ouest,Appartement,87.74254668064187,4,,3,1,Bon,1967.0,0,1,0.0,Individuel gaz,D,4.303883779072834,724.3832071091811,3.0,2021-01-28,483817.6717426594
Lyon,Presquîle,Maison,163.6778849814932,5,4.0,0,0,Très bon,1993.0,0,0,1.0,Individuel électrique,C,3.137932850125522,808.4563976046027,,2023-05-25,907692.9719216086
Nantes,Centre,Appartement,108.52038572878362,4,3.0,4,1,Correct,2009.0,1,1,1.0,Individuel électrique,D,6.384571891166577,120.04083487951267,8.0,2020-07-06,386385.89721057395
Marseille,Endoume,Appartement,73.07245168418827,4,3.0,1,0,Correct,1984.0,1,0,2.0,Individuel électrique,D,5.212880735744961,444.57611965379846,4.0,2020-06-12,285870.62348052365
Nantes,Centre,Loft,103.06301740595737,7,6.0,4,1,Bon,1981.0,1,0,0.0,Pompe à chaleur,D,7.4326849345196795,82.51935806756858,,2022-09-09,448716.2145579798
Angers,Nord,Loft,170.94545147539932,4,3.0,3,1,Correct,1998.0,1,0,1.0,Individuel gaz,C,4.7959605130417255,,,2022-07-08,420085.9180473116
Rennes,Sud,Duplex,118.16087182904657,5,3.0,2,0,Bon,1970.0,0,1,1.0,Individuel électrique,D,4.893639924809888,125.05821861241418,4.0,2020-05-22,500501.37229591585
Lille,Sud,Studio,35.946507156311704,1,0.0,3,0,Très bon,2001.0,1,0,1.0,Collectif,B,5.006595087870419,698.4101277060531,3.0,2023-08-16,132908.16131909442
Bordeaux,Est,Maison,152.65352559934212,5,4.0,0,0,Neuf,,0,0,2.0,Individuel gaz,F,4.443143655384533,43.67523407069031,9.0,2023-12-14,678195.7790670139
Paris,Montmartre,Maison,193.69393274918164,4,,0,0,Très bon,1939.0,0,0,1.0,Individuel électrique,F,3.907938941169033,21.207693816963058,1.0,2022-04-18,1318003.9508087668
Nantes,Centre,Appartement,90.81328683484288,3,2.0,7,1,Correct,2015.0,1,0,1.0,Individuel électrique,G,2.01678497655565,105.92106333242918,10.0,2021-01-23,370040.52415170334
Bordeaux,Centre,Appartement,61.324652499847744,2,1.0,1,0,Très bon,1928.0,1,1,0.0,Pompe à chaleur,E,5.41471185291723,1029.6120809573613,5.0,2021-01-29,363191.3325434172
Rennes,Est,Appartement,97.54081059345617,4,,5,0,Bon,1965.0,1,0,1.0,Collectif,E,8.229100728022495,110.76896241198598,7.0,2022-04-17,306150.12469301856
Toulouse,Est,Loft,114.85387228178233,4,2.0,0,0,Neuf,1968.0,1,0,2.0,Pompe à chaleur,,9.087885469227906,426.39279461136937,2.0,2023-07-12,542069.269002624
Rennes,Centre,Appartement,97.53083241354348,4,2.0,0,0,Très bon,,0,0,0.0,Individuel électrique,C,3.442328123296767,222.55366484616746,9.0,2021-09-22,426860.0225101231
Reims,Centre,Loft,99.68297972108489,4,2.0,8,1,Correct,2008.0,0,1,0.0,Individuel gaz,,1.5891992294099073,380.6731199247078,4.0,2021-08-25,388834.50131231715
Lyon,Vieux-Lyon,Maison,154.6250169430205,6,6.0,0,0,À rénover,,1,0,0.0,Individuel gaz,E,9.47637183239172,153.53424637699595,,2023-11-21,360793.1855594293
Le Havre,Est,Studio,32.5920643710072,1,0.0,4,1,Bon,2001.0,0,0,2.0,Collectif,D,11.991667549198805,594.3901444773504,4.0,2022-02-08,55592.042932975586
Toulouse,Nord,Appartement,60.07205631624397,2,1.0,4,0,Bon,2022.0,1,0,0.0,Individuel électrique,E,3.1454070371989857,196.26623118408594,2.0,2021-08-11,200260.11063964455
Paris,Marais,Appartement,80.91176551453799,3,1.0,2,0,Correct,,0,1,1.0,Individuel gaz,B,2.7135338360085375,171.750569432224,1.0,2023-04-04,1160255.1082519423
Marseille,Endoume,Duplex,128.3231733550253,5,4.0,1,0,Très bon,2011.0,1,0,2.0,Collectif,,3.304875817162266,135.57769787700272,8.0,2020-04-26,596709.6617614705
Lille,Ouest,Appartement,80.10868978779955,4,3.0,2,0,Bon,1976.0,0,0,1.0,Collectif,D,1.343220607612806,552.9075431917539,3.0,2022-05-22,257490.9193373374
Bordeaux,Centre,Appartement,78.59250657558772,4,4.0,3,1,À rénover,1947.0,0,0,1.0,Pompe à chaleur,C,2.8803129661959894,211.72909664728124,1.0,2023-03-15,309661.72778684605
Lille,Est,Appartement,57.17899116457909,2,1.0,4,0,Correct,1991.0,0,1,1.0,,,4.556693999195303,174.70569343745754,6.0,2022-10-03,181366.3214326032
Nice,Ouest,Appartement,52.778822033384266,2,2.0,1,0,Bon,2018.0,0,0,0.0,Individuel gaz,F,5.61133556601093,146.99752022501818,2.0,2023-06-05,269321.4143225466
Angers,Est,Appartement,75.55757314664376,3,1.0,2,0,Bon,2022.0,1,0,2.0,Collectif,E,3.2885331783423055,394.81595819482266,5.0,2020-07-11,202842.21592534517
Rennes,Ouest,Maison,117.71373007337468,7,6.0,0,0,Correct,1980.0,1,0,0.0,Individuel gaz,,5.488098942766722,130.08382164965758,3.0,2022-11-15,294802.985129186
Nantes,Est,Maison,114.21086275794534,5,5.0,0,0,Correct,1989.0,0,0,0.0,Individuel gaz,A,7.514038352208434,303.64474835730175,4.0,2020-06-08,277639.1637394772
Marseille,Endoume,Maison,154.1654126855567,5,4.0,0,0,À rénover,1944.0,1,0,0.0,Individuel gaz,E,5.116499702759797,240.90167956161187,10.0,2022-09-03,283215.2195677618
Nice,Est,Appartement,59.78357238738853,2,2.0,3,1,Neuf,1933.0,0,0,1.0,Individuel gaz,F,7.48899783149697,816.2648319469545,8.0,2022-12-19,321496.611559843
Rennes,Nord,Studio,35.02983304119308,1,1.0,8,1,Correct,,1,0,0.0,Collectif,F,5.58607460943777,112.98342757610557,1.0,2023-10-20,100886.19734624558
Montpellier,Est,Studio,30.475974757930803,1,0.0,3,1,Neuf,1936.0,0,0,2.0,Collectif,E,4.517473059112872,187.37371187414846,10.0,2020-12-31,157464.2714010796
Nantes,Nord,Appartement,84.3674013093962,4,3.0,3,1,Très bon,1960.0,0,0,0.0,Individuel gaz,A,5.496860834217346,58.78055834907076,5.0,2020-07-05,264463.24259167456
Toulouse,Nord,Appartement,97.12208637114558,4,3.0,5,1,Correct,1969.0,0,0,0.0,Individuel électrique,D,2.2133053822755553,188.18275562387234,,2022-12-13,268098.3669165157
Lyon,Presquîle,Appartement,109.00579073902597,7,6.0,2,0,Bon,2016.0,1,0,,Collectif,D,6.129027436534502,,10.0,2023-10-22,680224.1741495519
Dijon,Nord,Studio,38.9577024496171,1,0.0,2,0,Bon,2021.0,0,0,0.0,Pompe à chaleur,A,6.463363809299978,24.32956970184645,3.0,2021-01-28,112015.35977452582
Bordeaux,Sud,Studio,32.3205169343217,1,0.0,3,0,Neuf,1939.0,0,0,0.0,Individuel gaz,,8.958683136307938,334.0320349309854,1.0,2020-03-24,135258.17229214337
Le Havre,Nord,Loft,93.79718923441868,3,3.0,5,1,Bon,1917.0,1,0,0.0,Individuel électrique,E,1.8443844254252322,171.08925771535297,4.0,2023-02-21,256919.38676785736
Reims,Est,Appartement,105.9281347385195,5,5.0,4,1,Bon,1936.0,1,0,1.0,,C,5.758533357977447,134.92798777799106,5.0,2020-04-24,269995.98255126557
Paris,Montmartre,Maison,133.40795730528168,5,4.0,0,0,Bon,1972.0,0,0,0.0,Individuel électrique,E,3.55443726182102,165.75707928054447,4.0,2020-01-01,968910.6913415347
Paris,Belleville,Appartement,97.89033253491019,3,2.0,1,0,Correct,1998.0,1,1,1.0,,E,5.92461944179712,226.97176234438845,4.0,2023-05-02,843313.7884052861
Le Havre,Est,Appartement,112.76394817394673,4,3.0,2,0,Correct,1972.0,0,0,0.0,Individuel gaz,F,2.3757716757254155,628.4902372790623,2.0,2021-09-19,215541.97310472597
Toulouse,Sud,Maison,192.53312549004966,4,3.0,0,0,Très bon,2016.0,0,1,0.0,Individuel gaz,F,4.27703589248403,126.487127416551,5.0,2023-04-30,549352.0347948706
Strasbourg,Nord,Appartement,59.02361755439286,2,2.0,3,1,À rénover,,1,0,0.0,Collectif,E,8.085719095324723,,3.0,2021-04-10,134058.72574199
Paris,Montmartre,Studio,269.4235807715674,1,0.0,3,1,Correct,1968.0,0,0,1.0,Collectif,D,5.92017636047687,485.6904164608356,,2020-03-13,3233082.969258809
Bordeaux,Ouest,Maison,184.43448469820692,5,5.0,0,0,Bon,1997.0,1,0,0.0,Collectif,B,8.444553938260764,118.40769469534175,7.0,2022-01-17,629577.7745407043
Toulouse,Ouest,Studio,24.718594662681948,1,0.0,2,0,Neuf,2018.0,0,1,2.0,,C,3.631341558087721,929.4234134607498,5.0,2020-03-07,136861.4456185374
Marseille,Vieux-Port,Appartement,45.713261288211996,2,1.0,3,1,Neuf,1951.0,0,0,,Individuel gaz,D,4.42542527933967,565.0515250606063,3.0,2021-10-02,284908.6815110292
Paris,Belleville,Loft,121.38186361036361,5,4.0,4,0,Très bon,1943.0,1,1,1.0,,D,5.6907419072308745,865.9651976518901,7.0,2022-09-06,1702800.8499205029
Lille,Sud,Duplex,129.62322268019437,5,4.0,3,1,Bon,1935.0,0,1,0.0,Collectif,E,6.682973763494709,811.8475432650952,,2023-01-25,382785.39846321347
Toulouse,Ouest,Loft,132.79545298714038,5,,3,1,Très bon,1973.0,0,0,0.0,Individuel gaz,B,6.073402876321239,313.68323716087326,8.0,2020-09-16,526390.1758355862
Bordeaux,Nord,Studio,26.727502354891428,1,0.0,6,1,Bon,1967.0,0,0,0.0,Collectif,,8.715767678071467,,6.0,2021-03-01,86919.09976073768
Le Havre,Centre,Studio,31.01618891364771,1,0.0,5,0,Bon,,1,0,1.0,Individuel gaz,C,1.6036490117020072,137.74716002765777,10.0,2020-05-06,77802.34378680184
Dijon,Sud,Maison,182.4081880089332,4,3.0,0,0,Correct,1991.0,0,1,1.0,Individuel électrique,D,4.282133038561248,490.3176443116537,3.0,2020-10-30,455159.4956223272
Lille,Nord,Appartement,50.728823956895845,2,1.0,2,0,Neuf,1946.0,0,0,0.0,Individuel électrique,C,7.393903543796256,174.32844147975626,2.0,2020-11-11,167367.183620265
Nantes,Nord,Maison,154.86733199191588,4,3.0,0,0,Bon,1995.0,0,0,,Individuel gaz,E,4.286147583761078,383.1095591397329,9.0,2021-08-01,416275.9866361944
Nantes,Est,Studio,31.630426150102664,1,1.0,10,1,Bon,2005.0,0,0,0.0,,C,4.833551356236126,288.48696100092025,4.0,2023-03-10,120741.7335526679
Paris,Belleville,Duplex,129.2428560563822,4,4.0,0,0,Correct,2008.0,1,0,1.0,Collectif,D,6.9480099472952945,22.096609567093633,7.0,2023-01-23,1097447.5068562103
Lille,Ouest,Maison,247.4088659199844,5,4.0,0,0,Bon,1921.0,0,0,1.0,Collectif,D,6.991363722471164,109.86498811628185,3.0,2022-06-03,602943.0290011296
Lyon,Confluence,Appartement,83.2121238850502,3,1.0,2,0,Neuf,1948.0,0,0,1.0,,A,3.9924056556374485,70.36495474917865,2.0,2022-04-05,562649.0853473112
Rennes,Nord,Maison,132.25710982584562,7,6.0,0,0,Très bon,1972.0,0,1,0.0,Individuel gaz,,4.111898659008935,363.60553425570106,7.0,2022-07-21,426366.2950268383
Nantes,Nord,Duplex,97.1851899501711,4,,0,0,Très bon,,0,0,,Individuel électrique,E,5.2440772267665015,320.7010356998506,1.0,2022-01-29,417686.6102475367
Lyon,Confluence,Appartement,99.58982396145433,4,3.0,6,1,Bon,1960.0,1,0,0.0,Collectif,G,4.122079388266691,434.284900234343,10.0,2023-02-26,423795.24523094273
Marseille,Endoume,Appartement,130.08841735471896,4,3.0,5,1,À rénover,1985.0,0,1,0.0,Collectif,,5.929260238466226,671.0721326412433,2.0,2021-04-24,308902.32921811746
Toulouse,Nord,Maison,138.24406276933559,5,4.0,0,0,Bon,1966.0,1,0,1.0,Pompe à chaleur,C,11.542624131561107,456.1285995295415,8.0,2023-12-23,375543.0789045505
Rennes,Sud,Appartement,65.80478738415901,3,2.0,4,0,Bon,,1,0,0.0,Individuel gaz,,9.501106229530727,595.3125077873392,,2020-06-22,177497.74218488904
Nice,Nord,Appartement,132.12816087775684,4,3.0,1,0,Correct,,1,1,0.0,Individuel électrique,B,7.377432664207506,296.17601913960186,6.0,2021-11-07,630668.2548739573
Angers,Sud,Appartement,121.01062486183181,4,,5,1,Bon,1995.0,1,0,1.0,Individuel gaz,,5.442038709930949,594.1821806521209,9.0,2023-02-24,305432.4651867907
Bordeaux,Sud,Loft,135.83919821427924,4,,2,0,Correct,1992.0,0,0,0.0,Individuel gaz,C,8.469287345986867,550.0869118303721,4.0,2020-09-24,597970.4511015357
Reims,Nord,Appartement,66.12489416273765,2,,6,1,Neuf,2010.0,0,1,0.0,Individuel électrique,,3.2810308753860924,400.564131678755,3.0,2023-07-20,243023.28191459028
Angers,Centre,Appartement,57.616864728264545,3,1.0,1,0,Neuf,1978.0,0,0,1.0,Individuel électrique,A,5.84534545030056,539.097105926502,7.0,2023-02-20,199211.61670342044
Angers,Ouest,Studio,25.813533198117216,1,0.0,1,0,Correct,1996.0,0,0,2.0,Individuel gaz,D,5.432577433136407,608.3222313873829,1.0,2020-08-02,58019.81370457068
Toulouse,Est,Duplex,108.11685122859319,6,5.0,8,1,Bon,1962.0,1,0,0.0,Individuel gaz,C,1.0511730138943536,64.33478755957421,6.0,2020-04-07,391223.62222820235
Le Havre,Nord,Duplex,109.2496820130047,4,2.0,3,0,Bon,1954.0,0,0,0.0,Individuel gaz,D,7.740749625486691,,2.0,2020-03-24,229654.54931870368
Rennes,Sud,Appartement,50.58745460712555,2,1.0,2,0,Correct,1952.0,1,0,1.0,Individuel gaz,D,3.129538574411804,295.89252535699745,2.0,2020-05-18,192016.11773730136
Bordeaux,Nord,Duplex,95.93321919684654,3,2.0,2,0,Très bon,1924.0,0,0,0.0,,,8.296290293564088,113.45658611240994,2.0,2021-01-11,359208.21818769415
Rennes,Ouest,Appartement,78.70426104254395,3,2.0,6,1,Correct,,0,1,0.0,Collectif,C,3.2885672569913638,615.5195912350586,7.0,2021-05-03,59153.477801909976
Lille,Sud,Studio,26.090937852600206,1,0.0,2,0,Bon,2001.0,0,0,0.0,Individuel électrique,B,2.260123959237298,121.0857449049086,3.0,2022-05-28,85652.56465772554
Marseille,Joliette,Maison,131.35674166711271,4,3.0,0,0,Correct,1858.0,0,0,2.0,Collectif,E,6.467006025188356,,6.0,2022-08-11,350957.26338212483
Montpellier,Est,Appartement,58.699334764835065,2,2.0,2,0,Très bon,1977.0,0,0,,,G,5.617920243066246,105.5454702517434,6.0,2022-04-06,200639.16081112268
Reims,Est,Maison,166.2528756619896,4,3.0,0,0,Bon,1928.0,0,0,1.0,Individuel gaz,D,3.9306043836865285,295.12490801200016,8.0,2023-07-22,1638705.1554822132
Paris,Marais,Appartement,52.52471233129613,3,3.0,0,0,Très bon,1993.0,0,0,0.0,Individuel gaz,D,2.863454697842706,294.7214199798307,8.0,2021-10-13,674080.8628298208
Rennes,Sud,Loft,161.7590857701619,5,4.0,3,1,Correct,1919.0,0,0,0.0,Individuel gaz,F,11.230830930743105,394.37244150057506,4.0,2020-04-01,432051.73857202235
Bordeaux,Sud,Appartement,53.21866048170946,3,,7,1,À rénover,1926.0,0,0,0.0,Collectif,C,7.464156931636282,332.99306218759693,4.0,2021-03-13,153458.34533210666
Bordeaux,Centre,Maison,204.59082014904612,5,4.0,0,0,Correct,1880.0,1,1,0.0,Collectif,C,7.8767872103567855,249.61385127203803,7.0,2020-08-19,718986.1734503589
Lille,Sud,Appartement,129.33715339016064,4,3.0,8,1,Très bon,1964.0,0,1,,Individuel gaz,C,3.2435896545571556,47.905406936882976,5.0,2020-07-24,580434.7617331891
Lyon,Presquîle,Appartement,54.47818353773002,3,3.0,10,1,Correct,1984.0,1,0,0.0,Individuel gaz,B,3.3094215981471775,249.90756501221603,5.0,2023-05-19,413357.1203555531
Toulouse,Nord,Duplex,265.8864278121064,4,2.0,3,0,Correct,1945.0,1,0,2.0,Individuel électrique,D,9.657078623599626,78.95037499521202,5.0,2022-12-06,802572.5774263984
Le Havre,Ouest,Studio,22.59667555636129,1,0.0,5,0,Bon,1879.0,0,0,1.0,Individuel électrique,D,6.7484187882706586,,8.0,2020-11-19,50000.0
Montpellier,Est,Duplex,112.43824283243333,5,3.0,3,0,Correct,2016.0,1,0,1.0,Collectif,F,2.876478357599963,153.18874015217366,1.0,2023-12-17,431989.28736774076
Strasbourg,Centre,Appartement,67.36132102160676,2,2.0,3,0,Très bon,2007.0,1,0,0.0,Individuel gaz,D,15.942304009695345,178.81443031582901,10.0,2020-12-07,200970.2615612094
Paris,Marais,Appartement,100.55788288903932,4,3.0,6,1,Correct,1966.0,0,0,0.0,,B,7.103895608564642,381.57013309869143,1.0,2020-08-07,1193445.3036474036
Nice,Centre,Maison,164.28007440129522,5,,0,0,Bon,2003.0,1,1,1.0,Collectif,A,8.426580038175702,,6.0,2021-06-20,1059751.7139391247
Strasbourg,Nord,Maison,141.79303843214603,4,2.0,0,0,Bon,2000.0,0,0,0.0,Individuel électrique,B,7.295462335691488,388.09261764522927,8.0,2020-09-07,365770.74930947815
Angers,Centre,Appartement,94.17819917524308,3,3.0,6,1,Correct,1976.0,1,0,0.0,Individuel gaz,C,3.8075232661890306,328.0343177749832,9.0,2021-02-03,265746.9019900614
Toulouse,Ouest,Studio,27.723049826965955,1,0.0,0,0,Correct,,1,0,0.0,Individuel électrique,C,4.868371937580672,285.45429729565694,1.0,2021-06-07,89807.50891008829
Angers,Ouest,Appartement,59.56130590093902,2,1.0,8,1,Bon,1984.0,0,0,,Individuel électrique,E,1.9135614531375937,964.6967781864622,2.0,2020-07-06,132008.6486842962
Angers,Est,Appartement,61.933412025384854,3,1.0,6,1,Correct,1991.0,0,0,2.0,Individuel gaz,A,3.082822606129766,,2.0,2021-12-08,162868.4106664337
Paris,Montmartre,Appartement,54.040086756888044,2,,5,0,Correct,2002.0,0,0,,Pompe à chaleur,D,6.289307001607214,185.2130213484977,3.0,2020-02-20,426906.7379660275
Bordeaux,Ouest,Maison,110.02576853787298,5,3.0,0,0,À rénover,1977.0,1,0,0.0,Individuel électrique,D,0.5706801765780956,,8.0,2023-02-17,303055.16379430646
Dijon,Sud,Studio,21.869055425464218,1,0.0,6,1,Très bon,1994.0,0,0,2.0,Individuel électrique,,15.025426305454456,116.06933905127593,3.0,2021-05-10,53116.42683844847
Nice,Sud,Maison,165.1785964703539,6,5.0,0,0,À rénover,1931.0,1,1,1.0,,A,4.877423918113309,143.876807655572,8.0,2020-12-07,607074.5543471072
Rennes,Sud,Maison,159.8242049680245,4,4.0,0,0,Très bon,1994.0,1,0,0.0,Individuel électrique,E,1.3888187131714709,394.15041775959077,6.0,2020-08-30,583047.5636478099
Lyon,Presquîle,Appartement,51.49392199376213,3,2.0,3,1,À rénover,1890.0,0,0,0.0,Individuel gaz,D,3.76425821875913,370.90062962123625,4.0,2021-06-27,181328.6994480827
Montpellier,Centre,Loft,95.95235412223364,4,2.0,5,0,Très bon,1985.0,0,0,,Collectif,D,5.679899492629464,188.07603623007142,6.0,2021-05-21,558599.0687305946
Rennes,Sud,Loft,135.88176183156742,7,5.0,3,1,Bon,1990.0,0,0,1.0,Individuel gaz,E,9.758458393360765,113.02785143737167,9.0,2022-04-29,514720.3573908504
Le Havre,Est,Maison,196.5521677016345,5,4.0,0,0,Bon,2020.0,0,0,1.0,Collectif,E,6.427122976699602,98.33331486193612,,2023-07-10,276514.6659325264
Lyon,Croix-Rousse,Appartement,77.38162106766694,3,2.0,3,1,Correct,,1,0,0.0,,C,9.88703082081699,107.31877202547497,2.0,2021-10-12,306017.5106476439
Marseille,Vieux-Port,Maison,134.46471235614547,6,5.0,0,0,Correct,1912.0,0,0,0.0,,A,3.4702333855419676,41.244353811587914,5.0,2023-01-15,531727.1980553084
Dijon,Sud,Maison,218.97344802402037,4,3.0,0,0,Bon,1952.0,0,0,1.0,Individuel électrique,E,10.599352112232905,194.9642881745174,6.0,2022-12-23,416700.659823144
Lille,Est,Duplex,112.6115110501618,4,2.0,1,0,Bon,1962.0,1,0,0.0,Individuel électrique,E,4.16615854847071,105.3687385792773,7.0,2023-12-09,328493.975823801
Paris,Marais,Duplex,98.13664004823757,3,2.0,6,1,Bon,1997.0,0,0,1.0,Individuel électrique,D,7.140429851370908,295.19349039153917,7.0,2022-02-20,923184.8054458586
Rennes,Sud,Loft,91.44112249523053,4,3.0,7,1,Correct,1931.0,0,1,0.0,Individuel électrique,F,7.886200426790175,,3.0,2023-12-12,349419.0895331358
Lyon,Vieux-Lyon,Appartement,92.84740023107763,3,2.0,8,1,Bon,1927.0,0,0,1.0,Individuel électrique,C,4.127308505928852,156.75209534615388,,2021-10-10,446807.50214661733
Dijon,Sud,Duplex,66.82654877831752,3,1.0,0,0,Bon,1935.0,0,1,0.0,Collectif,B,10.907729667630438,449.72708290365887,6.0,2020-09-14,188587.73484322603
Strasbourg,Sud,Maison,185.46425366596432,15,2.0,0,0,Correct,1937.0,0,0,1.0,Individuel gaz,G,5.695314998032078,,2.0,2021-02-17,374499.6439737409
Lille,Ouest,Studio,26.49124257497005,1,,1,0,Neuf,2015.0,0,1,1.0,Individuel gaz,F,4.653869395617456,403.43702741830396,8.0,2021-05-13,114952.63446530845
Lyon,Confluence,Appartement,104.44919774617931,5,,4,1,Très bon,1925.0,1,0,0.0,Individuel gaz,A,1.3291836406368793,140.71670095988415,10.0,2022-04-04,627331.2643170194
Nantes,Nord,Appartement,144.73755872779742,5,4.0,6,1,Correct,1962.0,0,0,,Individuel gaz,C,4.565345326890006,267.6376390679985,6.0,2022-12-20,441290.50750461617
Angers,Nord,Maison,145.9094066534529,4,3.0,0,0,Bon,1961.0,0,0,1.0,Individuel gaz,D,3.985494394629367,169.35003322782592,9.0,2020-03-08,282109.03097086586
Marseille,Castellane,Appartement,100.71795949589033,4,3.0,5,0,Bon,1915.0,0,0,0.0,Collectif,,6.065025821444512,30.673186289757247,5.0,2023-11-11,290923.58530249115
Toulouse,Est,Appartement,83.30274365231614,3,2.0,3,0,Correct,1910.0,1,1,0.0,Individuel électrique,D,5.009052454846273,261.48916111640983,,2020-12-10,244957.95184343762
Rennes,Nord,Loft,123.36567253605746,4,3.0,5,1,Bon,2013.0,0,0,0.0,Individuel électrique,B,5.199997153629829,250.881201014989,8.0,2020-07-06,514898.02252257057
Angers,Sud,Appartement,51.72271920026789,2,1.0,0,0,Correct,2004.0,0,0,0.0,,D,4.143004451224334,55.11123104694898,7.0,2022-08-27,90701.8696955739
Le Havre,Centre,Appartement,65.07762144257799,3,2.0,4,1,Correct,2016.0,1,1,1.0,Individuel gaz,D,4.670517092776809,41.00105860951276,7.0,2020-02-04,159367.14575413297
Montpellier,Ouest,Appartement,99.41520008917445,4,,0,0,Neuf,1949.0,0,1,0.0,Collectif,C,2.484945105723412,398.26497321736747,6.0,2021-12-20,540388.3735516958
Dijon,Est,Appartement,108.63210154573245,6,5.0,0,0,Bon,1972.0,0,1,0.0,,C,4.799898018572176,161.3005258243173,7.0,2022-09-21,305907.41014585504
Marseille,Castellane,Duplex,174.20123086273358,7,6.0,5,1,À rénover,1941.0,0,1,,Individuel électrique,D,2.2307389194733,347.4472164678878,7.0,2020-05-10,519535.068247807
Lille,Centre,Appartement,65.16085146812819,2,1.0,3,0,Bon,,0,1,0.0,Individuel gaz,C,6.611550209861233,352.67020911074553,7.0,2023-03-07,190310.6154557689
Nantes,Ouest,Appartement,87.26969631695175,3,,0,0,Neuf,1999.0,1,0,1.0,Individuel électrique,C,6.14988245042751,108.502632496972,3.0,2022-08-16,403795.6931696663
Paris,Marais,Loft,103.64866444611908,7,6.0,3,0,Correct,1968.0,0,0,0.0,Individuel gaz,E,3.9779010937735926,763.0378577453902,1.0,2021-11-11,1136581.6737036065
Strasbourg,Sud,Loft,120.90337356978306,5,4.0,0,0,Bon,1910.0,0,1,0.0,,D,6.951702929199337,204.23813117622703,1.0,2023-08-07,535165.7989494145
Montpellier,Nord,Appartement,86.88491975263958,4,4.0,2,0,Très bon,,0,0,0.0,Individuel électrique,E,3.5322148888545835,307.1865652154974,6.0,2021-05-15,349441.72702633444
Rennes,Ouest,Studio,26.538921269676187,1,0.0,1,0,Très bon,1938.0,0,0,1.0,Collectif,D,13.649094286919695,189.89972179523014,8.0,2020-03-06,89805.4182162427
Dijon,Centre,Maison,198.27050817745896,5,,0,0,Très bon,1930.0,1,0,2.0,Collectif,B,3.6681653642595724,,8.0,2023-01-31,654820.6101799879
Montpellier,Nord,Studio,28.709726810897283,1,1.0,1,0,Neuf,1999.0,1,0,1.0,Individuel électrique,D,2.1145829562628204,275.93350426917794,4.0,2023-12-20,129237.25008866328
Marseille,Joliette,Maison,170.98156693806212,6,,0,0,À rénover,1985.0,0,0,0.0,,D,5.3610421373409896,192.60570609831836,2.0,2023-04-06,349395.81224289566
Dijon,Sud,Duplex,84.50444515307959,4,,1,0,À rénover,2005.0,0,0,0.0,Pompe à chaleur,E,9.644630652052367,425.15524727717883,10.0,2020-10-06,121093.20494546258
Lille,Sud,Appartement,64.22012772585984,3,1.0,2,0,Correct,1962.0,1,0,0.0,Collectif,D,7.750611690058317,230.62639204873688,9.0,2022-10-03,155445.6570537977
